OTU ID	N01	N02	N03	N04	N05	N06	N07	N08	N10	N11	N12	N13	N14	N15	N16	taxonomy
3928ae2299e8a66636f9cbfbe25a9483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Flavobacteriales      D_4__NS9 marine group      D_5__uncultured bacterium 
62210fec2e4ef930fb568cfa81034770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Planctomycetes      D_2__Planctomycetacia      D_3__Pirellulales      D_4__Pirellulaceae      D_5__Pirellula
e688e0bfb19efc28d7b48dcfa4e5342c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Planctomycetes      D_2__Planctomycetacia      D_3__Isosphaerales      D_4__Isosphaeraceae      D_5__uncultured 
207fb2469a501878141c4dbdf77d0b8a	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Sphingomonadales      D_4__Sphingomonadaceae      D_5__uncultured
95f794cb2a8ead0d926b3fbafc2e5749	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Acetobacterales      D_4__Acetobacteraceaeunassign
8cb24777cb48dde0aac60dfeca125d10	0	0	21	0	4	0	7	14	0	37	0	42	0	0	0	D_0__Bacteria      D_1__Firmicutes      D_2__Bacilli      D_3__Bacillales      D_4__Bacillaceae      D_5__Bacillus
49634f1ffd0d9497068b37b632c68fbb	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Flavobacteriales      D_4__Flavobacteriaceae      D_5__Flavobacterium 
cfd8ba58594437d6927e03380c87322b	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Cyanobacteria      D_2__Oxyphotobacteria      D_3__Chloroplastunassignunassign
571157aecda4f9c3c1e6e58ef930c975	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	D_0__Bacteria      D_1__Planctomycetes      D_2__Phycisphaerae      D_3__Tepidisphaerales      D_4__Tepidisphaeraceae      D_5__Tepidisphaera 
28bfe678c0278058435b6384f2288650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Actinobacteria      D_2__Acidimicrobiia      D_3__Microtrichales      D_4__Ilumatobacteraceae      D_5__CL500-29 marine group 
8b32803b06455802e04e3df5f9083e99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Verrucomicrobia      D_2__Verrucomicrobiae      D_3__unculturedunassignunassign
6c6e1aa17b608220fb201816c34c5156	46	0	0	0	0	0	0	0	0	0	0	0	78	0	0	D_0__Bacteria      D_1__Verrucomicrobia      D_2__Verrucomicrobiae      D_3__Chthoniobacterales      D_4__Chthoniobacteraceae      D_5__Candidatus Udaeobacter 
91fab8b98a1e76afbba8b956c3378f46	0	0	0	0	33	0	0	0	0	0	0	0	56	35	0	D_0__Bacteria      D_1__Verrucomicrobia      D_2__Verrucomicrobiae      D_3__Chthoniobacterales      D_4__Chthoniobacteraceaeunassign
586b218121b3906595f1ace1125b11f6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Chitinophagales      D_4__Chitinophagaceae      D_5__Sediminibacterium
b2398c6f202e0e920945f3ae90851749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Gammaproteobacteria      D_3__Betaproteobacteriales      D_4__Burkholderiaceaeunassign
eb6449c4af1677fd38be191e48a8cb66	20	0	0	0	0	0	0	0	0	0	0	103	0	0	0	D_0__Bacteria      D_1__Actinobacteria      D_2__Actinobacteria      D_3__Propionibacteriales      D_4__Nocardioidaceae      D_5__Marmoricola 
feb54039843537dd4d188ea1288db869	0	0	0	33	0	0	50	0	0	0	40	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Acetobacterales      D_4__Acetobacteraceaeunassign
20c4af53fac323ab7ab0d5541433df21	0	0	0	0	10	0	0	0	71	0	0	0	42	0	0	D_0__Bacteria      D_1__Acidobacteria      D_2__Acidobacteriia      D_3__Solibacterales      D_4__Solibacteraceae (Subgroup 3)      D_5__Candidatus Solibacter
14abb147b26e1698158e37e256754674	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Cyanobacteria      D_2__Oxyphotobacteria      D_3__Nostocales      D_4__Nostocaceaeunassign
78a6ebed033530bee34a2e69c0999d19	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Rhizobiales      D_4__Beijerinckiaceae      D_5__Microvirga
7f9c5a4a2632a768ff9996639dabab41	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	D_0__Bacteria      D_1__Chloroflexi      D_2__Ktedonobacteria      D_3__C0119unassignunassign
0f67dca1fdc5f0491e311afe65591b38	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Acetobacterales      D_4__Acetobacteraceaeunassign
bf9b45a961537c89f804db0981efbfb8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Sphingobacterialesunassignunassign
87862a807e52754710cce040277262ed	20	0	0	0	0	0	0	19	0	0	0	0	83	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Sphingomonadales      D_4__Sphingomonadaceae      D_5__Sphingomonas 
6d5973770b7aee9f1ad269a8a456c6eb	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Cyanobacteria      D_2__Oxyphotobacteriaunassignunassignunassign
010ba28e68a01f736a0d213d5eef5690	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Chitinophagales      D_4__Chitinophagaceae      D_5__uncultured 
d080c740d7016d7dbf045d5616702f92	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Caulobacterales      D_4__Caulobacteraceae      D_5__uncultured
c67d379650ee1d47c4339737d8ca4728	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	D_0__Bacteria      D_1__Actinobacteria      D_2__Thermoleophilia      D_3__Solirubrobacterales      D_4__Solirubrobacteraceae      D_5__uncultured
ac199277219acd72e8d0cefa59285d72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Gammaproteobacteria      D_3__Betaproteobacteriales      D_4__Burkholderiaceaeunassign
e3192b4d60d99e3d3b0a49c95f78e05c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Actinobacteria      D_2__Acidimicrobiia      D_3__Microtrichales      D_4__Ilumatobacteraceaeunassign
31dc89cd0389b0f787a36459ef8dcf3c	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Acetobacterales      D_4__Acetobacteraceae      D_5__uncultured
0eb5db6f2f89e0852ee40d3275490a11	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Cytophagales      D_4__Spirosomaceae      D_5__Spirosoma
369de98ab9eefc92f98afd96df889e8a	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Micavibrionales      D_4__uncultured      D_5__uncultured bacterium 
02ab45539ed0cada57ebe1da203c640e	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Acidobacteria      D_2__Acidobacteriia      D_3__Acidobacterialesunassignunassign
e3738aa54dc65ececcd70c40c85d49a2	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	D_0__Bacteria      D_1__Verrucomicrobia      D_2__Verrucomicrobiae      D_3__Chthoniobacterales      D_4__Xiphinematobacteraceae      D_5__Candidatus Xiphinematobacter 
506b2262ec6835777a593377834d31e3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Rhodobacterales      D_4__Rhodobacteraceae      D_5__Tabrizicola
d821d4ab02dd19a9d6eb96fc579e82b9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Chitinophagales      D_4__Chitinophagaceae      D_5__uncultured
a57ee588a8e3002d91a8014f603a3a21	71	0	0	7	0	0	0	0	41	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Sphingomonadales      D_4__Sphingomonadaceae      D_5__Altererythrobacter 
2775fe25ba4eecacac6fb8a4fd09bec1	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Chitinophagales      D_4__Chitinophagaceae      D_5__uncultured 
cca02a90bd80cc32cba2c90a490de59d	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Rhizobiales      D_4__Beijerinckiaceae      D_5__uncultured
f528adbdd370174e8ca2a67e22080555	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Patescibacteria      D_2__Parcubacteria      D_3__Candidatus Kaiserbacteria      D_4__uncultured bacterium      D_5__uncultured bacterium 
cd0c4081f78d826bdd3207bc7c14fe65	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Gammaproteobacteria      D_3__Steroidobacterales      D_4__Steroidobacteraceae      D_5__Steroidobacter
79d164bcf930d690e4c94c59c358110a	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Cyanobacteria      D_2__Oxyphotobacteria      D_3__Chloroplastunassignunassign
42bdefdf36212c1fc30a4e744117470c	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Chitinophagales      D_4__Chitinophagaceae      D_5__Ferruginibacter
a42d5825565ce43df45cd945f006e133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Rhizobiales      D_4__A0839      D_5__uncultured bacterium 
d54f0749423dd3be1154b4bf9d219d9d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Gammaproteobacteria      D_3__Betaproteobacteriales      D_4__Burkholderiaceae      D_5__Limnobacter 
e9b606caeed1b435a261fe622f4f3990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Rhizobiales      D_4__Beijerinckiaceaeunassign
a81f5ac84b311cb8b1a36cb340d2b847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Rhizobiales      D_4__Beijerinckiaceaeunassign
cd304782618c51dc6cbe9e01bb1c5199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Rhodobacterales      D_4__Rhodobacteraceaeunassign
ed0b91206f0cdb8b8124ae7513a139a9	0	0	34	0	0	0	25	0	0	0	59	0	0	0	0	D_0__Bacteria      D_1__Actinobacteria      D_2__Thermoleophilia      D_3__Solirubrobacterales      D_4__Solirubrobacteraceae      D_5__Conexibacter 
fdb01d9f6c0aa45fa3a90295df217427	0	0	0	0	54	64	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Cyanobacteria      D_2__Oxyphotobacteria      D_3__Nostocales      D_4__Coleofasciculaceaeunassign
08b3ab884a3f698d43f8fbf2a12f5864	0	0	0	0	0	0	81	0	0	0	37	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Sphingobacteriales      D_4__Sphingobacteriaceae      D_5__Mucilaginibacter
3a841a2763a0847e429f021a8c6a4278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Deltaproteobacteria      D_3__SAR324 clade(Marine group B)      D_4__uncultured bacterium      D_5__uncultured bacterium 
850f7c3c20798da38ce325064102eff5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Sphingobacteriales      D_4__AKYH767unassign
68aef969fd9528b7e346b50793d0408b	0	0	66	0	0	0	37	0	0	0	14	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Rhizobiales      D_4__Beijerinckiaceae      D_5__1174-901-12
f0dd898d076915b8beb00d9aa83c6539	0	0	0	0	0	43	0	0	0	58	0	16	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Rhizobiales      D_4__Rhizobiaceae      D_5__Mesorhizobium
2deabfe144b3f02b6f849543cf612add	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__WPS-2      D_2__uncultured bacterium      D_3__uncultured bacterium      D_4__uncultured bacterium      D_5__uncultured bacterium 
cc3972883fd7f6156ba7a61c2172183b	0	0	0	0	0	0	0	0	0	0	0	10	107	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Sphingomonadales      D_4__Sphingomonadaceae      D_5__Sphingomonas
ac9afd45271c929b9b32fd5fed2623ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Firmicutes      D_2__Bacilli      D_3__Bacillales      D_4__Paenibacillaceae      D_5__Paenibacillus
cffc75845a7e0bea8da91f9bf34b7b73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Chitinophagales      D_4__Chitinophagaceae      D_5__Ferruginibacter
1126b1606fbc2acec8aa1e42b552058a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Cytophagales      D_4__Spirosomaceae      D_5__Pseudarcicella
ba1e067bacb1f36f781b793977706a9a	64	34	0	0	0	0	0	0	0	0	0	18	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Rhizobiales      D_4__Beijerinckiaceae      D_5__1174-901-12
8ae2758cb0d843876c22db4f8c4587e8	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Caulobacterales      D_4__Caulobacteraceae      D_5__uncultured
7ada7a3680d72fdaeab5d2be3dfe739c	0	0	0	0	69	0	0	0	0	0	0	47	0	0	0	D_0__Bacteria      D_1__Actinobacteria      D_2__Acidimicrobiia      D_3__Microtrichales      D_4__Ilumatobacteraceae      D_5__uncultured 
b11ecf2eab5d7854cf1ae5737cf20ff6	0	0	0	0	0	0	73	0	0	0	43	0	0	0	0	D_0__Bacteria      D_1__Acidobacteria      D_2__Acidobacteriia      D_3__Acidobacteriales      D_4__Acidobacteriaceae (Subgroup 1)      D_5__Acidipila 
a75c51a9b91d6373cfe01b7c40776a5c	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Chitinophagales      D_4__Chitinophagaceae      D_5__Flavisolibacter
d91054dc2621704bf7c5029be05fb2cc	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Sphingomonadales      D_4__Sphingomonadaceaeunassign
107000c4d3f0c7156bfc8c0db9c40d4f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Armatimonadetes      D_2__Armatimonadia      D_3__Armatimonadales      D_4__Armatimonadaceae      D_5__Armatimonas
86414ffa10de951f10b6a097a620b477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Gammaproteobacteria      D_3__Methylococcales      D_4__Methylococcaceae      D_5__uncultured 
cc69890dfa97516b5f70b692b906c996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Flavobacteriales      D_4__NS9 marine group      D_5__uncultured bacterium 
4933bf33ec954fc4fa08286a212d891e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Flavobacteriales      D_4__Crocinitomicaceae      D_5__Fluviicola 
2cc3622d17ee8f85c9dfcb3793ab2dcb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Deltaproteobacteria      D_3__SAR324 clade(Marine group B)      D_4__uncultured bacterium      D_5__uncultured bacterium 
859f4fd974d5a7eb42ea1bb0a0002509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Actinobacteria      D_2__Thermoleophilia      D_3__Gaiellales      D_4__uncultured      D_5__uncultured bacterium 
1a46ab54486f79b3b0cb972dadc11583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Actinobacteria      D_2__Acidimicrobiia      D_3__Microtrichales      D_4__Ilumatobacteraceae      D_5__CL500-29 marine group 
b7d39516728acb7822beff1141bb9096	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Acidobacteria      D_2__Acidobacteriia      D_3__Solibacterales      D_4__Solibacteraceae (Subgroup 3)      D_5__Bryobacter
5aa00bbc8dbd75c79fda7bdc315e54fd	31	0	0	0	0	0	51	0	0	0	32	0	0	0	0	D_0__Bacteria      D_1__Verrucomicrobia      D_2__Verrucomicrobiae      D_3__Chthoniobacterales      D_4__Chthoniobacteraceaeunassign
b0e2a0fa7eb22b90feca9351452c29ac	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Actinobacteria      D_2__Acidimicrobiia      D_3__Microtrichales      D_4__Ilumatobacteraceae      D_5__uncultured 
58738b7c9e86d0e83a8c3f33c6778e93	0	0	0	0	0	0	0	68	0	20	0	26	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Sphingomonadales      D_4__Sphingomonadaceae      D_5__Sphingomonas
29f4c33bfe023617f3992740cf5db517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Gemmatimonadetes      D_2__Gemmatimonadetes      D_3__Gemmatimonadales      D_4__Gemmatimonadaceae      D_5__Gemmatimonas 
bc9657cfc01d243748b2b58f35650fe6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Actinobacteria      D_2__Actinobacteriaunassignunassignunassign
ca95db161a63df05b7a772c314a06d33	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Rhizobiales      D_4__Methylopilaceae      D_5__Methylopila
6110609ba2cbe07beb00a5485436a1a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Rhizobialesunassignunassign
985db9285e614ac2281b06334bac12e0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Sphingobacteriales      D_4__AKYH767unassign
28753211bfee735cdc8f5a5fa7ab2568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Actinobacteria      D_2__Actinobacteria      D_3__Frankiales      D_4__Sporichthyaceae      D_5__hgcI clade
f7d1fd79a099a717c8c360cb3c1cece8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Actinobacteria      D_2__Actinobacteria      D_3__Micrococcales      D_4__Microbacteriaceae      D_5__Candidatus Aquiluna 
016a09625a3a927114291a9944ce62b1	74	0	0	0	0	0	0	0	0	0	0	38	0	0	0	D_0__Bacteria      D_1__Verrucomicrobia      D_2__Verrucomicrobiae      D_3__Chthoniobacterales      D_4__Chthoniobacteraceaeunassign
d55862a0eee9ff02f9e901859c9c15fa	0	81	31	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Rhizobiales      D_4__Beijerinckiaceae      D_5__1174-901-12
64eca840efc1d1dbbf6177827f9843f2	0	0	0	29	0	0	59	0	0	0	24	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Acetobacterales      D_4__Acetobacteraceae      D_5__uncultured
84b3597fd18c52a41bbf93bde65496bb	0	0	0	0	0	0	10	0	0	0	102	0	0	0	0	D_0__Bacteria      D_1__Cyanobacteria      D_2__Oxyphotobacteria      D_3__Chloroplastunassignunassign
25e69d05e8a31d93570ff1703211e93d	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Chitinophagales      D_4__Chitinophagaceae      D_5__uncultured
f14c1fdddc233fb1a294dc1029f55c20	0	0	0	0	0	0	0	0	0	0	0	0	81	31	0	D_0__Archaea      D_1__Thaumarchaeota      D_2__Nitrososphaeria      D_3__Nitrososphaerales      D_4__Nitrososphaeraceaeunassign
1216c4aafaa30202e485a76c1665c156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	D_0__Bacteria      D_1__Planctomycetes      D_2__OM190      D_3__uncultured bacterium      D_4__uncultured bacterium      D_5__uncultured bacterium 
58496912e5822f37e4dfcbbd3d30d56c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Gammaproteobacteria      D_3__Gammaproteobacteria Incertae Sedis      D_4__Unknown Family      D_5__Acidibacter 
6155f78ed51129b4f6f4f5334b24ea35	0	0	6	0	0	0	80	0	0	0	25	0	0	0	0	D_0__Bacteria      D_1__Actinobacteria      D_2__Actinobacteria      D_3__Corynebacteriales      D_4__Mycobacteriaceae      D_5__Mycobacterium
3ee5101cd2f1f1ab0646ef8b98ae19f9	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	D_0__Bacteria      D_1__Actinobacteria      D_2__Actinobacteria      D_3__Corynebacteriales      D_4__Nocardiaceae      D_5__Rhodococcus
3f7c1973845628b2c34ddfcba1daba1f	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	D_0__Bacteria      D_1__Actinobacteria      D_2__Actinobacteria      D_3__Propionibacteriales      D_4__Nocardioidaceae      D_5__Marmoricola
ad15ac2e5f3427029702093e485648e2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Sphingobacteriales      D_4__env.OPS 17unassign
e74402bb66470b147b1faee29dc25cae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Planctomycetes      D_2__OM190      D_3__uncultured bacterium      D_4__uncultured bacterium      D_5__uncultured bacterium 
5475663b06d9d2a357a86cf3f766e42e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Actinobacteria      D_2__Actinobacteria      D_3__PeM15unassignunassign
ef84b8655231ec6de9e080f53f2ee04d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Cyanobacteria      D_2__Oxyphotobacteria      D_3__Chloroplastunassignunassign
e8639d2f6b5e9f91856723691d8655c4	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Rhizobiales      D_4__Beijerinckiaceae      D_5__uncultured
ba9c5dfb99cec0f608e4ed0cb17b25bc	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Cyanobacteria      D_2__Oxyphotobacteria      D_3__Nostocalesunassignunassign
76d3272d804f19a110ab8c462e77135b	0	0	0	15	0	0	95	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Planctomycetes      D_2__Planctomycetacia      D_3__Isosphaerales      D_4__Isosphaeraceae      D_5__Singulisphaera 
b2b11be733814e19d47fa7ba55743cde	0	0	0	0	43	0	0	0	0	67	0	0	0	0	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Sphingomonadales      D_4__Sphingomonadaceae      D_5__Sphingomonas 
647207276049cd266135650e535c32ca	0	0	0	0	9	0	0	0	0	0	0	16	20	65	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Chitinophagales      D_4__Chitinophagaceae      D_5__uncultured
f3695474d6f16dcaee8d723c4eaec699	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Cyanobacteria      D_2__Oxyphotobacteria      D_3__Nostocales      D_4__Nostocaceae      D_5__Scytonema PCC-7110
ddbc7c2c0f7cb6fd74a6aaf3151d77ed	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	D_0__Archaea      D_1__Thaumarchaeota      D_2__Nitrososphaeria      D_3__Nitrososphaerales      D_4__Nitrososphaeraceae      D_5__uncultured archaeon 
0f8c5e08030ac72a12e1dc487dd65c43	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	D_0__Bacteria      D_1__Gemmatimonadetes      D_2__Gemmatimonadetes      D_3__Gemmatimonadales      D_4__Gemmatimonadaceae      D_5__uncultured
7b999b7a77bdbf6aed9b566253d87e1c	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Chitinophagales      D_4__Chitinophagaceaeunassign
5fc9e2fe18ee1855863a8c05865e2928	0	0	0	0	0	0	0	0	0	0	0	40	70	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Chitinophagales      D_4__Chitinophagaceae      D_5__uncultured
0583966cb21653ad17c9748d134a2d4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Verrucomicrobia      D_2__Verrucomicrobiae      D_3__Opitutales      D_4__Opitutaceae      D_5__Opitutus
9169d5d5483e8a0dd71886ff9211abe0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria      D_1__Bacteroidetes      D_2__Bacteroidia      D_3__Sphingobacteriales      D_4__NS11-12 marine group      D_5__uncultured bacterium 
6bea738981525fdb75e2b867ba35838f	0	0	0	0	21	0	0	0	0	0	0	0	0	88	0	D_0__Bacteria      D_1__Proteobacteria      D_2__Alphaproteobacteria      D_3__Caulobacterales      D_4__Caulobacteraceae      D_5__uncultured 
